SPIDERWEB, SURFACE,15, 12, 0
SPIDERWEB, SURFACE,100,39, 0

ANCIENT_SPIRIT_VINES,SURFACE,75, 70, 0
ANCIENT_SPIRIT_GRASS,SURFACE,50, 47, 0

# foliage
TRAMPLED_FOLIAGE,SURFACE,0,0,0
DEAD_GRASS,SURFACE,75,75,0
FOLIAGE,SURFACE,0,0,(DFF_BLOCKED_BY_OTHER_LAYERS)
TRAMPLED_FUNGUS_FOREST,SURFACE,0,0,0
FUNGUS_FOREST,SURFACE,0,0,(DFF_BLOCKED_BY_OTHER_LAYERS)

# brimstone
ACTIVE_BRIMSTONE,LIQUID,0,0,0
INERT_BRIMSTONE,LIQUID,0,0,0,"", 0,0,0,0,DF_BRIMSTONE_FIRE

# bloodwort
BLOODFLOWER_POD, SURFACE,60, 60, DFF_EVACUATE_CREATURES_FIRST
BLOODFLOWER_POD, SURFACE,10, 10, DFF_EVACUATE_CREATURES_FIRST
HEALING_CLOUD,GAS,350,0,0

# dewars
POISON_GAS,GAS,20000,0,0, "the dewar shatters and pressurized caustic gas explodes outward!", 0, poisonGasColor, 4, 0, DF_DEWAR_GLASS
CONFUSION_GAS, GAS,20000,0,0, "the dewar shatters and pressurized confusion gas explodes outward!", 0, confusionGasColor, 4, 0, DF_DEWAR_GLASS
PARALYSIS_GAS, GAS,20000,0,0, "the dewar shatters and pressurized paralytic gas explodes outward!", 0, pink, 4, 0, DF_DEWAR_GLASS
METHANE_GAS, GAS,20000,0,0, "the dewar shatters and pressurized methane gas explodes outward!", 0, methaneColor, 4, 0, DF_DEWAR_GLASS
BROKEN_GLASS,SURFACE,100,70, 0
CARPET,DUNGEON,120,20, 0

# algae
DEEP_WATER_ALGAE_WELL, DUNGEON,0,0,DFF_SUPERPRIORITY
DEEP_WATER_ALGAE_1,LIQUID,50,100,0,"", 0,0, 0, DEEP_WATER, DF_ALGAE_2
DEEP_WATER_ALGAE_2,LIQUID, 0,0,0
DEEP_WATER,LIQUID, 0,0,DFF_SUPERPRIORITY

# doors, item cages, altars, glyphs, guardians -- reusable machine components
OPEN_DOOR,DUNGEON,0,0,0
DOOR,DUNGEON,0,0,0
OPEN_IRON_DOOR_INERT,DUNGEON,0,0,0,"", GENERIC_FLASH_LIGHT
ALTAR_CAGE_OPEN,DUNGEON,0,0,0,"the cages lift off of the altars as you approach.", GENERIC_FLASH_LIGHT
ALTAR_CAGE_CLOSED,DUNGEON,0,0,(DFF_EVACUATE_CREATURES_FIRST), "the cages lower to cover the altars.", GENERIC_FLASH_LIGHT
ALTAR_INERT,DUNGEON,0,0,0
FLOOR_FLOODABLE,DUNGEON,0,0,0,"the altar retracts into the ground with a grinding sound.", GENERIC_FLASH_LIGHT
PORTAL_LIGHT,SURFACE,0,0,(DFF_EVACUATE_CREATURES_FIRST | DFF_ACTIVATE_DORMANT_MONSTER), "the archway flashes, and you catch a glimpse of another world!"
MACHINE_GLYPH_INACTIVE,DUNGEON,0,0,0
MACHINE_GLYPH, DUNGEON,0,0,0
GUARDIAN_GLOW, SURFACE,0,0,0,""
GUARDIAN_GLOW, SURFACE,0,0,0,"the glyph beneath you glows, and the guardians take a step!"
GUARDIAN_GLOW, SURFACE,0,0,0,"the mirrored totem flashes, reflecting the red glow of the glyph beneath you."
MACHINE_GLYPH, DUNGEON,200,95, DFF_BLOCKED_BY_OTHER_LAYERS
WALL_LEVER,DUNGEON,0,0,0,"you notice a lever hidden behind a loose stone in the wall.", GENERIC_FLASH_LIGHT
WALL_LEVER_PULLED, DUNGEON,0,0,0
WALL_LEVER_HIDDEN, DUNGEON,0,0,0

BRIDGE_FALLING,LIQUID, 200,100,0, "", 0, 0, 0, BRIDGE
CHASM, LIQUID, 0,0,0, "", GENERIC_FLASH_LIGHT, 0, 0, 0, DF_BRIDGE_FALL_PREP

# fire
PLAIN_FIRE,SURFACE,0,0,0
GAS_FIRE,SURFACE,0,0,0
GAS_EXPLOSION,SURFACE,60,17,0
DART_EXPLOSION,SURFACE,0,0,0
BRIMSTONE_FIRE,SURFACE,0,0,0
0, 0,0,0,0,"the rope bridge snaps from the heat and plunges into the chasm!", FALLEN_TORCH_FLASH_LIGHT,0,0,0,DF_BRIDGE_FALL
PLAIN_FIRE,SURFACE,100,37,0
EMBERS,SURFACE,0,0,0
EMBERS,SURFACE,100,94,0
OBSIDIAN,SURFACE,0,0,0
ITEM_FIRE, SURFACE,0,0,0,"", FALLEN_TORCH_FLASH_LIGHT
CREATURE_FIRE, SURFACE,0,0,0,"", FALLEN_TORCH_FLASH_LIGHT

FLOOD_WATER_SHALLOW,SURFACE,225,37,0,"", 0,0,0,0,DF_FLOOD_2
FLOOD_WATER_DEEP,SURFACE,175,37,0,"the area is flooded as water rises through imperceptible holes in the ground."
FLOOD_WATER_SHALLOW,SURFACE,10,25,0
HOLE,SURFACE,200,100,0
HOLE_EDGE,SURFACE,0,0,0

# ice effects
ICE_DEEP,LIQUID, 150,50,DFF_EVACUATE_CREATURES_FIRST,"", 0,0,0,DEEP_WATER,DF_ALGAE_1_FREEZE
ICE_DEEP,LIQUID, 150,50,DFF_EVACUATE_CREATURES_FIRST,"", 0,0,0,DEEP_WATER_ALGAE_1,DF_ALGAE_2_FREEZE
ICE_DEEP,LIQUID, 150,50,DFF_EVACUATE_CREATURES_FIRST,"", 0,0,0,DEEP_WATER_ALGAE_2,DF_SHALLOW_WATER_FREEZE
ICE_DEEP_MELT, LIQUID, 0,0,0
DEEP_WATER,LIQUID, 0,0,0
ICE_SHALLOW, LIQUID, 100,50,DFF_EVACUATE_CREATURES_FIRST,"", 0,0,0,SHALLOW_WATER
ICE_SHALLOW_MELT,LIQUID, 0,0,0
SHALLOW_WATER, LIQUID, 0,0,0

# gas trap effects
POISON_GAS,GAS,1000,0,0,"a cloud of caustic gas sprays upward from the floor!"
CONFUSION_GAS,GAS,300,0,0,"a sparkling cloud of confusion gas sprays upward from the floor!"
NETTING, SURFACE,300,90, 0,"a net falls from the ceiling!"
0, 0,0,0,DFF_AGGRAVATES_MONSTERS, "a piercing shriek echoes through the nearby rooms!", 0, 0, DCOLS / 2
METHANE_GAS,GAS,10000,0,0}, // debugging t

# potions
POISON_GAS,GAS,1000,0,0,"", 0,poisonGasColor,4
PARALYSIS_GAS,GAS,1000,0,0,"", 0,pink,4
CONFUSION_GAS,GAS,1000,0,0,"", 0,confusionGasColor, 4
PLAIN_FIRE,SURFACE,100,37,0,"", EXPLOSION_FLARE_LIGHT
DARKNESS_CLOUD,GAS,200,0,0
HOLE_EDGE,SURFACE,300,100,0,"", 0,darkBlue,3,0,DF_HOLE_2
LICHEN,SURFACE,70,60,0

# other items
PLAIN_FIRE,SURFACE,100,45,0,"", 0,yellow,3
HOLE_GLOW,SURFACE,200,100,DFF_SUBSEQ_EVERYWHERE,"", 0,darkBlue,3,0,DF_STAFF_HOLE_EDGE
HOLE_EDGE,SURFACE,100,100,0

# machine components

# commutation altars
COMMUTATION_ALTAR_INERT, DUNGEON,0,0,0,"the items on the two altars flash with a brilliant light!", SCROLL_ENCHANTMENT_LIGHT
PIPE_GLOWING,SURFACE,90, 60, 0
PIPE_INERT,SURFACE,0,0,0,"", SCROLL_ENCHANTMENT_LIGHT

# resurrection altars
RESURRECTION_ALTAR_INERT,DUNGEON,0,0,DFF_RESURRECT_ALLY, "An old friend emerges from a bloom of sacred light!", EMPOWERMENT_LIGHT
MACHINE_TRIGGER_FLOOR_REPEATING, LIQUID, 300,100,DFF_SUPERPRIORITY

# sacrifice altars
SACRIFICE_ALTAR, DUNGEON,0,0,0,"a demonic presence whispers its demand: \"bring to me the marked sacrifice!\""
SACRIFICE_LAVA,DUNGEON,0,0,0,"demonic cackling echoes through the room as the altar plunges downward!"
ALTAR_CAGE_RETRACTABLE,DUNGEON,0,0,0

# coffin bursts open to reveal vampire:
COFFIN_OPEN,DUNGEON,0,0,DFF_ACTIVATE_DORMANT_MONSTER,"the coffin opens and a dark figure rises!", 0, darkGrayBrogue, 3
PLAIN_FIRE,SURFACE,0,0,DFF_ACTIVATE_DORMANT_MONSTER,"as flames begin to lick the coffin, its tenant bursts forth!", 0, 0, 0, 0, DF_EMBERS_PATCH
MACHINE_TRIGGER_FLOOR,DUNGEON,200,100,0

# throwing tutorial:
ALTAR_INERT,DUNGEON,0,0,0,"the cage lifts off of the altar.", GENERIC_FLASH_LIGHT
TRAP_DOOR,LIQUID,225,100,(DFF_CLEAR_OTHER_TERRAIN | DFF_SUBSEQ_EVERYWHERE), "", 0, 0, 0, 0, DF_SHOW_TRAPDOOR_HALO
LAVA,LIQUID,225,100,(DFF_CLEAR_OTHER_TERRAIN)
MACHINE_PRESSURE_PLATE_USED,DUNGEON, 0,0,0

# rat trap:
RAT_TRAP_WALL_CRACKING,DUNGEON,0,0,0,"a scratching sound emanates from the nearby walls!", 0, 0, 0, 0, DF_RUBBLE

# wooden barricade at entrance:
PLAIN_FIRE,SURFACE,0,0,0,"flames quickly consume the wooden barricade."

# wooden barricade around altar:
WOODEN_BARRICADE,DUNGEON,220,100,(DFF_TREAT_AS_BLOCKING | DFF_SUBSEQ_EVERYWHERE), "", 0, 0, 0, 0, DF_SMALL_DEAD_GRASS

# shallow water flood machine:
MACHINE_FLOOD_WATER_SPREADING,LIQUID,0,0,0,"you hear a heavy click, and the nearby water begins flooding the area!"
SHALLOW_WATER,LIQUID,0,0,0
MACHINE_FLOOD_WATER_SPREADING,LIQUID,100,100,0,"", 0,0,0,FLOOR_FLOODABLE,DF_SHALLOW_WATER
MACHINE_FLOOD_WATER_DORMANT,LIQUID,250,100,(DFF_TREAT_AS_BLOCKING), "", 0, 0, 0, 0,DF_SPREADABLE_DEEP_WATER_POOL
DEEP_WATER,LIQUID,90,100,(DFF_CLEAR_OTHER_TERRAIN | DFF_PERMIT_BLOCKING)

# unstable floor machine:
MACHINE_COLLAPSE_EDGE_SPREADING,LIQUID,0,0,0,"you hear a deep rumbling noise as the floor begins to collapse!"
CHASM,LIQUID,0,0,DFF_CLEAR_OTHER_TERRAIN, "", 0, 0, 0, 0, DF_SHOW_TRAPDOOR_HALO
MACHINE_COLLAPSE_EDGE_SPREADING,LIQUID,100,100,0,"", 0,0,0,FLOOR_FLOODABLE,DF_COLLAPSE
MACHINE_COLLAPSE_EDGE_DORMANT,LIQUID,0,0,0

# levitation bridge machine:
CHASM_WITH_HIDDEN_BRIDGE_ACTIVE,LIQUID,100,100,0,"", 0, 0,0,CHASM_WITH_HIDDEN_BRIDGE,DF_BRIDGE_APPEARS
CHASM_WITH_HIDDEN_BRIDGE_ACTIVE,LIQUID,100,100,0,"a stone bridge extends from the floor with a grinding sound.", 0, 0,0,CHASM_WITH_HIDDEN_BRIDGE,DF_BRIDGE_APPEARS
STONE_BRIDGE,LIQUID,0,0,0
MACHINE_CHASM_EDGE,LIQUID, 100,100,0

# retracting lava pool:
LAVA_RETRACTABLE,LIQUID, 100,100,0,"", 0, 0,0,LAVA
LAVA_RETRACTING,LIQUID,0,0,0,"hissing fills the air as the lava begins to cool."
OBSIDIAN,SURFACE,0,0,0,"", 0,0,0,0,DF_STEAM_ACCUMULATION

# hidden poison vent machine:
MACHINE_POISON_GAS_VENT_DORMANT,DUNGEON,0,0,0,"you notice an inactive gas vent hidden in a crevice of the floor.", GENERIC_FLASH_LIGHT
MACHINE_POISON_GAS_VENT,DUNGEON,0,0,0,"deadly purple gas starts wafting out of hidden vents in the floor!"
PORTCULLIS_CLOSED,DUNGEON,0,0,DFF_EVACUATE_CREATURES_FIRST,"with a heavy mechanical sound, an iron portcullis falls from the ceiling!", GENERIC_FLASH_LIGHT
PORTCULLIS_DORMANT,DUNGEON,0,0,0,"the portcullis slowly rises from the ground into a slot in the ceiling.", GENERIC_FLASH_LIGHT
POISON_GAS,GAS,25,0,0

# hidden methane vent machine:
MACHINE_METHANE_VENT_DORMANT,DUNGEON,0,0,0,"you notice an inactive gas vent hidden in a crevice of the floor.", GENERIC_FLASH_LIGHT
MACHINE_METHANE_VENT,DUNGEON,0,0,0,"explosive methane gas starts wafting out of hidden vents in the floor!", 0, 0, 0, 0, DF_VENT_SPEW_METHANE
METHANE_GAS,GAS,60,0,0
PILOT_LIGHT,DUNGEON,0,0,0,"a torch falls from its mount and lies sputtering on the floor.", FALLEN_TORCH_FLASH_LIGHT

# paralysis trap:
MACHINE_PARALYSIS_VENT,DUNGEON,0,0,0,"you notice an inactive gas vent hidden in a crevice of the floor.", GENERIC_FLASH_LIGHT
PARALYSIS_GAS,GAS,350,0,0,"paralytic gas sprays upward from hidden vents in the floor!", 0, 0, 0, 0, DF_REVEAL_PARALYSIS_VENT_SILENTLY
MACHINE_PARALYSIS_VENT,DUNGEON,0,0,0

# thematic dungeon:
RED_BLOOD,SURFACE,75, 25,0

# statuary:
STATUE_CRACKING,DUNGEON,0,0,0,"cracks begin snaking across the marble surface of the statue!", 0, 0, 0, 0, DF_RUBBLE
RUBBLE,SURFACE,120,100,DFF_ACTIVATE_DORMANT_MONSTER,"the statue shatters!", 0, darkGrayBrogue, 3, 0, DF_RUBBLE

# hidden turrets:
WALL,DUNGEON,0,0,DFF_ACTIVATE_DORMANT_MONSTER,"you hear a click, and the stones in the wall shift to reveal turrets!", 0, 0, 0, 0, DF_RUBBLE

# worm tunnels:
WORM_TUNNEL_MARKER_DORMANT,LIQUID, 5,5,0,"", 0,0,GRANITE
WORM_TUNNEL_MARKER_ACTIVE, LIQUID, 0,0,0
FLOOR, DUNGEON,0,0,(DFF_SUPERPRIORITY | DFF_ACTIVATE_DORMANT_MONSTER),"", 0, 0,0,0,DF_TUNNELIZE
FLOOR, DUNGEON,0,0,0,"the nearby wall cracks and collapses in a cloud of dust!", 0, darkGrayBrogue,5,0,DF_TUNNELIZE

# haunted room:
DARK_FLOOR_DARKENING,DUNGEON,0,0,0,"the light in the room flickers and you feel a chill in the air."
DARK_FLOOR,DUNGEON,0,0,DFF_ACTIVATE_DORMANT_MONSTER,"", 0, 0, 0, 0, DF_ECTOPLASM_DROPLET
HAUNTED_TORCH_TRANSITIONING,DUNGEON, 0,0,0
HAUNTED_TORCH, DUNGEON,0,0,0

# mud pit:
MACHINE_MUD_DORMANT,LIQUID,100,100,0
MUD,LIQUID,0,0,DFF_ACTIVATE_DORMANT_MONSTER,"across the bog, bubbles rise ominously from the mud."

# electric crystals:
ELECTRIC_CRYSTAL_ON, DUNGEON,0,0,0, "the crystal absorbs the electricity and begins to glow.", CHARGE_FLASH_LIGHT
WALL,DUNGEON,0,0,DFF_ACTIVATE_DORMANT_MONSTER,"the wall above the lever shifts to reveal a spark turret!"

# idyll:
SHALLOW_WATER,LIQUID,150,100,(DFF_PERMIT_BLOCKING)
DEEP_WATER,LIQUID,90,100,(DFF_TREAT_AS_BLOCKING | DFF_CLEAR_OTHER_TERRAIN | DFF_SUBSEQ_EVERYWHERE), "", 0, 0, 0, 0, DF_SHALLOW_WATER_POOL

# swamp:
SHALLOW_WATER,LIQUID,30,100,0
GRAY_FUNGUS,SURFACE,80,50,0,"", 0, 0, 0, 0, DF_SWAMP_MUD
MUD,LIQUID,75,5,0,"", 0, 0, 0, 0, DF_SWAMP_WATER

# camp:
HAY,SURFACE,90,87,0
JUNK,SURFACE,20,20,0

# remnants:
CARPET,DUNGEON,110,20,DFF_SUBSEQ_EVERYWHERE,"", 0, 0, 0, 0, DF_REMNANT_ASH
BURNED_CARPET,SURFACE,120,100,0

# chasm catwalk:
CHASM,LIQUID,0,0,DFF_CLEAR_OTHER_TERRAIN, "", 0, 0, 0, 0, DF_SHOW_TRAPDOOR_HALO
STONE_BRIDGE,LIQUID,0,0,DFF_CLEAR_OTHER_TERRAIN

# lake catwalk:
DEEP_WATER,LIQUID,0,0,DFF_CLEAR_OTHER_TERRAIN, "", 0, 0, 0, 0, DF_LAKE_HALO
SHALLOW_WATER,LIQUID,160,100,0

# worms pop out of walls:
RUBBLE,SURFACE,120,100,DFF_ACTIVATE_DORMANT_MONSTER,"the nearby wall explodes in a shower of stone fragments!", 0, darkGrayBrogue, 3, 0, DF_RUBBLE

# monster cages open:
MONSTER_CAGE_OPEN,DUNGEON,0,0,0

# goblin warren:
STENCH_SMOKE_GAS,GAS,50,0,0, "", 0, 0, 0, 0, DF_PLAIN_FIRE
STENCH_SMOKE_GAS,          GAS,		50,		0,		0, "", 0, 0, 0, 0, DF_EMBERS
